descuento_1,descuento_2,campo_vacio_1,producto,campo_vacio_2,campo_vacio_3,precio_sin_descuento,precio,precio_por_k,link,imagen,fecha_scrapeo
,,,Snack Sabor A Pizza Pep Rueditas X 120 Gr.,,,,$ 2.800,Agregar,"Precio por 1 Kg $ 23.333,33",https://ardiaprod.vtexassets.com/arquivos/ids/346845-500-auto?v=638786847645870000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Rallado Morixe 1 Kg.,,,,$ 2.500,Agregar,Precio por 1 Kg $ 2.500,https://ardiaprod.vtexassets.com/arquivos/ids/318385-500-auto?v=638823932210500000&width=500&height=auto&aspect=true,2025-08-30
,,,Alfajor Guaymallen Dulce de Leche con baño de repostería Blanco 38 Gr.,,,,$ 490,Agregar,"Precio por 10 Gr $ 128,95",https://ardiaprod.vtexassets.com/arquivos/ids/320147-500-auto?v=638786847029730000&width=500&height=auto&aspect=true,2025-08-30
,,,Puré De Papas Original X 125 Gr.,,,,$ 2.425,Agregar,Precio por 1 Kg $ 19.400,https://ardiaprod.vtexassets.com/arquivos/ids/353699-500-auto?v=638871334847370000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Lactal Salvado Rey Oro 360 Gr.,,,,$ 2.770,Agregar,"Precio por 1 Kg $ 7.694,44",https://ardiaprod.vtexassets.com/arquivos/ids/309349-500-auto?v=638599355823770000&width=500&height=auto&aspect=true,2025-08-30
,,,Hummus Clásico Dia 230 Gr.,,,,$ 3.290,Agregar,"Precio por 1 Kg $ 14.304,35",https://ardiaprod.vtexassets.com/arquivos/ids/343988-500-auto?v=638736549634270000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Multicereal Con Semillas Regina 450 Gr.,,,,$ 3.675,Agregar,"Precio por 1 Kg $ 8.166,67",https://ardiaprod.vtexassets.com/arquivos/ids/341894-500-auto?v=638708911539500000&width=500&height=auto&aspect=true,2025-08-30
,,,Chocolate Blanco Con Maní Shot 35 Gr.,,,,$ 1.980,Agregar,"Precio por 10 Gr $ 565,71",https://ardiaprod.vtexassets.com/arquivos/ids/332016-500-auto?v=638887996475400000&width=500&height=auto&aspect=true,2025-08-30
,,,Pure De Papa Receta Tradicional Mama Cocina 100 Gr.,,,,$ 1.955,Agregar,Precio por 1 Kg $ 19.550,https://ardiaprod.vtexassets.com/arquivos/ids/332849-500-auto?v=638619043955900000&width=500&height=auto&aspect=true,2025-08-30
,,,Dueto Arveja y Choclo DIA 300 Gr.,,,,$ 1.080,Agregar,Precio por 1 Kg $ 3.600,https://ardiaprod.vtexassets.com/arquivos/ids/340503-500-auto?v=638701120831230000&width=500&height=auto&aspect=true,2025-08-30
,,,Gelatina Frambuesa Exquisita 40 Gr.,,,,$ 1.150,Agregar,"Precio por 10 Gr $ 287,50",https://ardiaprod.vtexassets.com/arquivos/ids/330229-500-auto?v=638599646202700000&width=500&height=auto&aspect=true,2025-08-30
,,,Faina Sin Gluten Natural Pop 210 Gr.,,,,$ 1.400,Agregar,"Precio por 1 Kg $ 6.666,67",https://ardiaprod.vtexassets.com/arquivos/ids/314391-500-auto?v=638599427584200000&width=500&height=auto&aspect=true,2025-08-30
,,,Palmitos En Trozos Dia 400 Gr.,,,,$ 2.840,Agregar,Precio por 1 Kg $ 7.100,https://ardiaprod.vtexassets.com/arquivos/ids/350284-500-auto?v=638822085507230000&width=500&height=auto&aspect=true,2025-08-30
,,,Chizitos De Maíz Sabor A Queso Cheetos Original X 140 Gr.,,,,$ 4.500,Agregar,"Precio por 1 Kg $ 32.142,86",https://ardiaprod.vtexassets.com/arquivos/ids/318359-500-auto?v=638599488295630000&width=500&height=auto&aspect=true,2025-08-30
,,,Tubitos De Harina De Maíz Sabor Queso 3D Mega Queso X 143 Gr.,,,,$ 4.300,Agregar,"Precio por 1 Kg $ 30.069,93",https://ardiaprod.vtexassets.com/arquivos/ids/322081-500-auto?v=638599539403030000&width=500&height=auto&aspect=true,2025-08-30
,,,Tirabuzon Al Huevo Lucchetti 500 Gr.,,,,$ 1.850,Agregar,Precio por 1 Kg $ 3.700,https://ardiaprod.vtexassets.com/arquivos/ids/341712-500-auto?v=638708909199130000&width=500&height=auto&aspect=true,2025-08-30
,,,Vinagre de Alcohol Menoyo 500 Ml.,,,,$ 1.140,Agregar,Precio por 1 LT $ 2.280,https://ardiaprod.vtexassets.com/arquivos/ids/314245-500-auto?v=638599425163500000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Rallado Fortificado Preferido 500 Gr.,,,,$ 1.679,Agregar,Precio por 1 Kg $ 3.358,https://ardiaprod.vtexassets.com/arquivos/ids/313102-500-auto?v=638599409614000000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Largo Fino Gallo 500 Gr.,,,,$ 1.195,Agregar,Precio por 1 Kg $ 2.390,https://ardiaprod.vtexassets.com/arquivos/ids/309493-500-auto?v=638875153767370000&width=500&height=auto&aspect=true,2025-08-30
,,,Gelatina Light Cereza Forti Exquisita 25 Gr.,,,,$ 1.150,Agregar,Precio por 10 Gr $ 460,https://ardiaprod.vtexassets.com/arquivos/ids/308452-500-auto?v=638599343706200000&width=500&height=auto&aspect=true,2025-08-30
,,,Rebozador para Horno Mamá Cocina 500 Gr.,,,,$ 1.625,Agregar,Precio por 1 Kg $ 3.250,https://ardiaprod.vtexassets.com/arquivos/ids/343099-500-auto?v=638726177520070000&width=500&height=auto&aspect=true,2025-08-30
,,,Arvejas Secas Remojadas Sin Sal Dia 300 Gr.,,,,$ 700,Agregar,"Precio por 1 Kg $ 2.333,33",https://ardiaprod.vtexassets.com/arquivos/ids/341780-500-auto?v=638708910081000000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Natura Mayoliva 250 Gr.,,,,$ 2.025,Agregar,Precio por 1 Kg $ 8.100,https://ardiaprod.vtexassets.com/arquivos/ids/312505-500-auto?v=638823947440170000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Hellmanns Liviana Doypack 237 Gr.,,,,$ 1.425,Agregar,"Precio por 1 LT $ 6.012,66",https://ardiaprod.vtexassets.com/arquivos/ids/353368-500-auto?v=638871330842600000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Pomarola Dia 340 Gr.,,,,$ 900,Agregar,"Precio por 1 Kg $ 2.647,06",https://ardiaprod.vtexassets.com/arquivos/ids/340481-500-auto?v=638701120563800000&width=500&height=auto&aspect=true,2025-08-30
,,,Sopa Crema Knorr Zapallo Con Nuez Moscada 70 Gr.,,,,$ 2.140,Agregar,"Precio por 1 Kg $ 30.571,43",https://ardiaprod.vtexassets.com/arquivos/ids/353567-500-auto?v=638871333280700000&width=500&height=auto&aspect=true,2025-08-30
,,,Palitos Salados Cheddar Dia 120 Gr.,,,,$ 1.500,Agregar,Precio por 1 Kg $ 12.500,https://ardiaprod.vtexassets.com/arquivos/ids/340919-500-auto?v=638706306302700000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Rallado Preferido 1 Kg.,,,,$ 3.180,Agregar,Precio por 1 Kg $ 3.180,https://ardiaprod.vtexassets.com/arquivos/ids/310721-500-auto?v=638599376895130000&width=500&height=auto&aspect=true,2025-08-30
,,,Pimienta Negra Molida DIA 25 Gr.,,,,$ 1.200,Agregar,Precio por 10 Gr $ 480,https://ardiaprod.vtexassets.com/arquivos/ids/324916-500-auto?v=638599575174230000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Rallado Pureza Integral 350 Gr.,,,,$ 1.515,Agregar,"Precio por 1 Kg $ 4.328,57",https://ardiaprod.vtexassets.com/arquivos/ids/320743-500-auto?v=638599521974270000&width=500&height=auto&aspect=true,2025-08-30
,,,Gotitas DIA Chocolate con Leche 150 Gr.,,,,$ 2.515,Agregar,"Precio por 1 Kg $ 16.766,67",https://ardiaprod.vtexassets.com/arquivos/ids/323900-500-auto?v=638599561955700000&width=500&height=auto&aspect=true,2025-08-30
,,,Tomate Pelado Perita La Campagnola 400 Gr.,,,,$ 1.495,Agregar,"Precio por 1 Kg $ 3.737,50",https://ardiaprod.vtexassets.com/arquivos/ids/309559-500-auto?v=638599358977130000&width=500&height=auto&aspect=true,2025-08-30
,,,Gelatina Light Frutilla Forti Exquisita 25 Gr.,,,,$ 1.150,Agregar,Precio por 10 Gr $ 460,https://ardiaprod.vtexassets.com/arquivos/ids/308449-500-auto?v=638599343667470000&width=500&height=auto&aspect=true,2025-08-30
,,,Caldo De Gallina Deshidratado Dia 12 Ud.,,,,$ 1.250,Agregar,"Precio por 1 Kg $ 10.964,91",https://ardiaprod.vtexassets.com/arquivos/ids/341212-500-auto?v=638786813606830000&width=500&height=auto&aspect=true,2025-08-30
,,,Sopa De Letras Knorr Con Vegetales 107.5 Gr.,,,,$ 2.140,Agregar,"Precio por 1 Kg $ 19.906,98",https://ardiaprod.vtexassets.com/arquivos/ids/348733-500-auto?v=638794442535930000&width=500&height=auto&aspect=true,2025-08-30
,,,Gelatina Frutilla Regular Exquisita 40 Gr.,,,,$ 1.150,Agregar,"Precio por 10 Gr $ 287,50",https://ardiaprod.vtexassets.com/arquivos/ids/356163-500-auto?v=638908481096900000&width=500&height=auto&aspect=true,2025-08-30
,,,Talitas Don Satur Tradicionales 140 Gr.,,,,$ 1.740,Agregar,"Precio por 1 Kg $ 12.428,57",https://ardiaprod.vtexassets.com/arquivos/ids/316515-500-auto?v=638828519573270000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Salvado Fargo 390 Gr.,,,,$ 4.800,Agregar,"Precio por 1 Kg $ 12.307,69",https://ardiaprod.vtexassets.com/arquivos/ids/355771-500-auto?v=638902433163100000&width=500&height=auto&aspect=true,2025-08-30
,,,Condimento para arroz DIA 25 Gr.,,,,$ 890,Agregar,Precio por 10 Gr $ 356,https://ardiaprod.vtexassets.com/arquivos/ids/313047-500-auto?v=638599408863830000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Parboil Largo Fino 00000 Dia 1 Kg.,,,,$ 1.780,Agregar,Precio por KG $ 1.780,https://ardiaprod.vtexassets.com/arquivos/ids/350800-500-auto?v=638829856398000000&width=500&height=auto&aspect=true,2025-08-30
,,,Maní Pelado Salado Krachitos 70 Gr.,,,,$ 1.160,Agregar,"Precio por 1 Kg $ 16.571,43",https://ardiaprod.vtexassets.com/arquivos/ids/317156-500-auto?v=638599469949970000&width=500&height=auto&aspect=true,2025-08-30
,,,Sal Entrefina DIA Parrillera 500 Gr.,,,,$ 845,Agregar,Precio por KG $ 1.690,https://ardiaprod.vtexassets.com/arquivos/ids/340476-500-auto?v=638701120500600000&width=500&height=auto&aspect=true,2025-08-30
,,,Maíz Pisingallo Dia 500 Gr.,,,,$ 2.000,Agregar,Precio por 1 Kg $ 5.000,https://ardiaprod.vtexassets.com/arquivos/ids/344500-500-auto?v=638739135848330000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Dia 846 Gr.,,,,$ 2.500,Agregar,"Precio por 1 Kg $ 2.955,08",https://ardiaprod.vtexassets.com/arquivos/ids/334615-500-auto?v=638635544915830000&width=500&height=auto&aspect=true,2025-08-30
,,,Galletas de Arroz Cerealitas 160 Gr.,,,,$ 2.565,Agregar,"Precio por 1 Kg $ 16.031,25",https://ardiaprod.vtexassets.com/arquivos/ids/310778-500-auto?v=638599377654600000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Largo Fino Cuquets 1 Kg.,,,,$ 1.260,Agregar,Precio por 1 Kg $ 1.260,https://ardiaprod.vtexassets.com/arquivos/ids/340530-500-auto?v=638701121196970000&width=500&height=auto&aspect=true,2025-08-30
,,,Nachos Dinamita Extra Famin Hot 82 Gr.,,,,$ 2.700,Agregar,"Precio por 1 Kg $ 32.926,83",https://ardiaprod.vtexassets.com/arquivos/ids/355871-500-auto?v=638903296716070000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Hamburguesa Papa Artesano 240 Gr.,,,,$ 4.115,Agregar,"Precio por 1 Kg $ 17.145,83",https://ardiaprod.vtexassets.com/arquivos/ids/352251-500-auto?v=638851462161730000&width=500&height=auto&aspect=true,2025-08-30
,,,Polenta Instantánea Prestopronta 730 Gr.,,,,$ 1.950,Agregar,"Precio por 1 Kg $ 2.671,23",https://ardiaprod.vtexassets.com/arquivos/ids/351292-500-auto?v=638840398854130000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Lista Napolitana Dia 340 Gr.,,,,$ 900,Agregar,"Precio por 1 Kg $ 2.647,06",https://ardiaprod.vtexassets.com/arquivos/ids/340996-500-auto?v=638786852256870000&width=500&height=auto&aspect=true,2025-08-30
,,,Puré de Papa Knorr Listo Receta Completa 125 Gr.,,,,$ 2.845,Agregar,Precio por 1 Kg $ 22.760,https://ardiaprod.vtexassets.com/arquivos/ids/316426-500-auto?v=638599459339700000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite Fritolim Clásico Cocinero 120 Ml.,,,,$ 3.990,Agregar,Precio por 1 LT $ 33.250,https://ardiaprod.vtexassets.com/arquivos/ids/355790-500-auto?v=638902433461170000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Tradicional Dia 160 Gr.,,,,$ 2.350,Agregar,"Precio por 1 Kg $ 14.687,50",https://ardiaprod.vtexassets.com/arquivos/ids/340543-500-auto?v=638701121351900000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de molde Multicereal 390 Gr.,,,,$ 2.890,Agregar,"Precio por 1 Kg $ 7.410,26",https://ardiaprod.vtexassets.com/arquivos/ids/318970-500-auto?v=638599497277100000&width=500&height=auto&aspect=true,2025-08-30
,,,Vinagre de Manzana Dia 500 Ml.,,,,$ 1.690,Agregar,Precio por 1 LT $ 3.380,https://ardiaprod.vtexassets.com/arquivos/ids/350503-500-auto?v=638824672240300000&width=500&height=auto&aspect=true,2025-08-30
,,,Palitos Sabor A Queso Pehuamar X 165 Gr.,,,,$ 2.900,Agregar,"Precio por 1 Kg $ 17.575,76",https://ardiaprod.vtexassets.com/arquivos/ids/346834-500-auto?v=638761617117400000&width=500&height=auto&aspect=true,2025-08-30
,,,Postre Exquisita Vainilla 8 porciones 80 Gr.,,,,$ 1.150,Agregar,Precio por 1 Kg $ 14.375,https://ardiaprod.vtexassets.com/arquivos/ids/356717-500-auto?v=638915399785430000&width=500&height=auto&aspect=true,2025-08-30
,,,Polvo Exquisita Postre de Chocolate 80 Gr.,,,,$ 1.360,Agregar,Precio por 1 Kg $ 17.000,https://ardiaprod.vtexassets.com/arquivos/ids/356715-500-auto?v=638915399755070000&width=500&height=auto&aspect=true,2025-08-30
,,,Chizitos Krachitos 170 Gr.,,,,$ 2.410,Agregar,"Precio por 1 Kg $ 14.176,47",https://ardiaprod.vtexassets.com/arquivos/ids/307062-500-auto?v=638599325348170000&width=500&height=auto&aspect=true,2025-08-30
,,,Ketchup Dia 200 Gr.,,,,$ 990,Agregar,Precio por 1 Kg $ 4.950,https://ardiaprod.vtexassets.com/arquivos/ids/350288-500-auto?v=638822085552430000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Monovarietal Corto Molinos Ala 1 Kg.,,,,$ 2.310,Agregar,Precio por 1 Kg $ 2.310,https://ardiaprod.vtexassets.com/arquivos/ids/333263-500-auto?v=638620966714530000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Corte Americano Krachitos 165 Gr.,,,,$ 3.185,Agregar,"Precio por 1 Kg $ 19.303,03",https://ardiaprod.vtexassets.com/arquivos/ids/344432-500-auto?v=638786811623100000&width=500&height=auto&aspect=true,2025-08-30
,,,Porotos Secos Remojados Dia 340 Gr.,,,,$ 890,Agregar,"Precio por 1 Kg $ 2.617,65",https://ardiaprod.vtexassets.com/arquivos/ids/350411-500-auto?v=638822944562730000&width=500&height=auto&aspect=true,2025-08-30
,,,Alfajor Dia Mousse 42 Gr.,,,,$ 765,Agregar,"Precio por 10 Gr $ 182,14",https://ardiaprod.vtexassets.com/arquivos/ids/337494-500-auto?v=638665699336400000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan De Pancho El Chacarero 210 Gr.,,,,$ 1.495,Agregar,"Precio por 1 Kg $ 7.119,05",https://ardiaprod.vtexassets.com/arquivos/ids/311133-500-auto?v=638599382529730000&width=500&height=auto&aspect=true,2025-08-30
,,,Premezcla para Pizza Integral Pureza 550 Gr.,,,,$ 2.005,Agregar,"Precio por 1 Kg $ 3.645,45",https://ardiaprod.vtexassets.com/arquivos/ids/343101-500-auto?v=638726177552730000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Para Pizza DIA Doypack 340 Gr.,,,,$ 900,Agregar,"Precio por 1 Kg $ 2.647,06",https://ardiaprod.vtexassets.com/arquivos/ids/312988-500-auto?v=638599408129730000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Light Menoyo sin tacc 470 Gr.,,,,$ 1.700,Agregar,Precio por 1 LT $ 3.400,https://ardiaprod.vtexassets.com/arquivos/ids/323091-500-auto?v=638599551749700000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Clásica Hellmann's Sin Tacc Doypack 950 Gr.,,,,$ 4.885,Agregar,"Precio por 1 Kg $ 5.142,11",https://ardiaprod.vtexassets.com/arquivos/ids/325514-500-auto?v=638599582579430000&width=500&height=auto&aspect=true,2025-08-30
,,,Bizcochuelo Mamá Cocina Vainilla 540 Gr.,,,,$ 2.880,Agregar,"Precio por 1 Kg $ 5.333,33",https://ardiaprod.vtexassets.com/arquivos/ids/323662-500-auto?v=638599558837200000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceitunas Verdes Pack Castell 125 Gr.,,,,$ 1.570,Agregar,Precio por 1 Kg $ 12.560,https://ardiaprod.vtexassets.com/arquivos/ids/340010-500-auto?v=638786870292630000&width=500&height=auto&aspect=true,2025-08-30
,,,Palitos De Jamón Dia 120 Gr.,,,,$ 1.500,Agregar,Precio por 1 Kg $ 12.500,https://ardiaprod.vtexassets.com/arquivos/ids/340916-500-auto?v=638706306265200000&width=500&height=auto&aspect=true,2025-08-30
,,,Tostada Clasica Libre Riera 200 Gr.,,,,$ 1.620,Agregar,Precio por 1 Kg $ 8.100,https://ardiaprod.vtexassets.com/arquivos/ids/329887-500-auto?v=638599641611300000&width=500&height=auto&aspect=true,2025-08-30
,,,Sopa Instantánea Knorr Quick Zapallo Romero 5 Ud.,,,,$ 2.855,Agregar,"Precio por 1 Kg $ 45.317,46",https://ardiaprod.vtexassets.com/arquivos/ids/344912-500-auto?v=638744392344070000&width=500&height=auto&aspect=true,2025-08-30
,,,Palitos Salados Sabor Quesp Pep X 84 Gr.,,,,$ 1.800,Agregar,"Precio por 1 Kg $ 21.428,57",https://ardiaprod.vtexassets.com/arquivos/ids/346817-500-auto?v=638761616892100000&width=500&height=auto&aspect=true,2025-08-30
,,,Panko Mama Cocina 400 Gr.,,,,$ 2.770,Agregar,Precio por 1 Kg $ 6.925,https://ardiaprod.vtexassets.com/arquivos/ids/342225-500-auto?v=638708915400900000&width=500&height=auto&aspect=true,2025-08-30
,,,Atún al Natural La Campagnola 170 Gr.,,,,$ 4.800,Agregar,"Precio por 1 Kg $ 28.235,29",https://ardiaprod.vtexassets.com/arquivos/ids/307365-500-auto?v=638823927890470000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Pomodoro Con Zapallo Knorr 340 Gr.,,,,$ 1.420,Agregar,"Precio por 1 Kg $ 4.176,47",https://ardiaprod.vtexassets.com/arquivos/ids/310535-500-auto?v=638599374300970000&width=500&height=auto&aspect=true,2025-08-30
,,,"Sopa Instantánea Knorr Quick Vegetales Apio 5 Sobres 59,5 Gr.",,,,$ 2.855,Agregar,"Precio por 1 Kg $ 47.983,19",https://ardiaprod.vtexassets.com/arquivos/ids/344709-500-auto?v=638744390384370000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceituna Verde Rellena Dia 165 Gr.,,,,$ 1.900,Agregar,"Precio por KG $ 11.515,15",https://ardiaprod.vtexassets.com/arquivos/ids/340563-500-auto?v=638701121580200000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de molde Blanco DIA rodajas finas 360 Gr.,,,,$ 2.210,Agregar,"Precio por 1 Kg $ 6.138,89",https://ardiaprod.vtexassets.com/arquivos/ids/340335-500-auto?v=638696796173700000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de Hamburguesa El Chacarero 210 Gr.,,,,$ 1.495,Agregar,"Precio por 1 Kg $ 7.119,05",https://ardiaprod.vtexassets.com/arquivos/ids/311134-500-auto?v=638599382548800000&width=500&height=auto&aspect=true,2025-08-30
,,,Polvo Bizcochuelo Coco Exquisita 540 Gr.,,,,$ 3.200,Agregar,"Precio por 1 Kg $ 5.925,93",https://ardiaprod.vtexassets.com/arquivos/ids/349719-500-auto?v=638911393149400000&width=500&height=auto&aspect=true,2025-08-30
,,,Tostadas Integrales Libre Riera 200 Gr.,,,,$ 1.620,Agregar,Precio por 1 Kg $ 8.100,https://ardiaprod.vtexassets.com/arquivos/ids/329876-500-auto?v=638862919978500000&width=500&height=auto&aspect=true,2025-08-30
,,,Ajo Granulado Dia 25 Gr.,,,,$ 870,Agregar,Precio por 10 Gr $ 348,https://ardiaprod.vtexassets.com/arquivos/ids/335724-500-auto?v=638653101734270000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Pay Krachitos 55 Gr.,,,,$ 1.475,Agregar,"Precio por 1 Kg $ 26.818,18",https://ardiaprod.vtexassets.com/arquivos/ids/309250-500-auto?v=638599354546930000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Parboil Bolsa Luchetti 1 Kg.,,,,$ 2.165,Agregar,Precio por 1 Kg $ 2.165,https://ardiaprod.vtexassets.com/arquivos/ids/329617-500-auto?v=638599638181930000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Pehuamar X 135 Gr.,,,,$ 3.350,Agregar,"Precio por 1 Kg $ 24.814,81",https://ardiaprod.vtexassets.com/arquivos/ids/346821-500-auto?v=638761616947300000&width=500&height=auto&aspect=true,2025-08-30
,,,Chocolate Con Maní Shot 90 Gr.,,,,$ 4.350,Agregar,"Precio por 1 Kg $ 48.333,33",https://ardiaprod.vtexassets.com/arquivos/ids/332005-500-auto?v=638824213696800000&width=500&height=auto&aspect=true,2025-08-30
,,,Hummus de Pimentón Dia 230 Gr.,,,,$ 3.290,Agregar,"Precio por 1 Kg $ 14.304,35",https://ardiaprod.vtexassets.com/arquivos/ids/344060-500-auto?v=638736550471170000&width=500&height=auto&aspect=true,2025-08-30
,,,Risotto de Hongos Dia 200 Gr.,,,,$ 2.700,Agregar,Precio por 1 Kg $ 13.500,https://ardiaprod.vtexassets.com/arquivos/ids/349494-500-auto?v=638810847747270000&width=500&height=auto&aspect=true,2025-08-30
,,,Budin Vainilla con Dulce de Leche 250 Gr.,,,,$ 1.740,Agregar,Precio por 1 Kg $ 6.960,https://ardiaprod.vtexassets.com/arquivos/ids/318086-500-auto?v=638599483978130000&width=500&height=auto&aspect=true,2025-08-30
,,,Nachos Sweet Chilli Doritos 74 Gr.,,,,$ 3.200,Agregar,"Precio por 1 Kg $ 43.243,24",https://ardiaprod.vtexassets.com/arquivos/ids/345969-500-auto?v=638786783445800000&width=500&height=auto&aspect=true,2025-08-30
,,,Hummus Ajo Ahumado Kyros 230 Gr.,,,,$ 3.699,Agregar,"Precio por 1 Kg $ 16.082,61",https://ardiaprod.vtexassets.com/arquivos/ids/330150-500-auto?v=638599645057070000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Menoyo Original Sin Tacc 500 Gr.,,,,$ 1.650,Agregar,Precio por 1 Kg $ 3.300,https://ardiaprod.vtexassets.com/arquivos/ids/323094-500-auto?v=638599551793870000&width=500&height=auto&aspect=true,2025-08-30
,,,Chocolate para Taza DIA 100 Gr.,,,,$ 2.990,Agregar,Precio por 1 Kg $ 29.900,https://ardiaprod.vtexassets.com/arquivos/ids/309587-500-auto?v=638599359380900000&width=500&height=auto&aspect=true,2025-08-30
,,,Galletitas dulces Milka Mousse Chocolate 124 Gr.,,,,$ 2.060,Agregar,"Precio por 1 Kg $ 16.612,90",https://ardiaprod.vtexassets.com/arquivos/ids/355060-500-auto?v=638893885486870000&width=500&height=auto&aspect=true,2025-08-30
,,,Alfajor Fantoche Triple Night 85 Gr.,,,,$ 950,Agregar,"Precio por 1 Kg $ 11.176,47",https://ardiaprod.vtexassets.com/arquivos/ids/330749-500-auto?v=638599653362530000&width=500&height=auto&aspect=true,2025-08-30
,,,"Barra de Chocolate con Leche Kinder 12,5 Gr.",,,,$ 650,Agregar,Precio por 10 Gr $ 520,https://ardiaprod.vtexassets.com/arquivos/ids/312600-500-auto?v=638823944161930000&width=500&height=auto&aspect=true,2025-08-30
,,,Pimienta Blanca Molida DIA 25 Gr.,,,,$ 1.600,Agregar,Precio por 10 Gr $ 640,https://ardiaprod.vtexassets.com/arquivos/ids/308786-500-auto?v=638599348393630000&width=500&height=auto&aspect=true,2025-08-30
,,,Puré Instantáneo De Zapallo Papa Dia 100 Gr.,,,,$ 1.990,Agregar,Precio por KG $ 19.900,https://ardiaprod.vtexassets.com/arquivos/ids/351424-500-auto?v=638841951593670000&width=500&height=auto&aspect=true,2025-08-30
,,,Mani Sin Sal Conosur 500 Gr.,,,,$ 4.590,Agregar,Precio por 1 Kg $ 9.180,https://ardiaprod.vtexassets.com/arquivos/ids/329430-500-auto?v=638599635744530000&width=500&height=auto&aspect=true,2025-08-30
,,,Dips De Arroz Molinos Ala 100 Gr.,,,,$ 1.595,Agregar,Precio por 1 Kg $ 15.950,https://ardiaprod.vtexassets.com/arquivos/ids/332743-500-auto?v=638619042832530000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa de Tomate Filetto DIA Doypack 340 Gr.,,,,$ 900,Agregar,"Precio por 1 Kg $ 2.647,06",https://ardiaprod.vtexassets.com/arquivos/ids/308163-500-auto?v=638599339811900000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceituna Verde Castell doypack 90 Gr.,,,,$ 1.360,Agregar,Precio por 1 Kg $ 13.600,https://ardiaprod.vtexassets.com/arquivos/ids/309466-500-auto?v=638599357634970000&width=500&height=auto&aspect=true,2025-08-30
,,,Tostadas Light Libre Riera 200 Gr.,,,,$ 1.870,Agregar,Precio por 1 Kg $ 9.350,https://ardiaprod.vtexassets.com/arquivos/ids/329875-500-auto?v=638599641446400000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceitunas Negras Dia 175 Gr.,,,,$ 2.050,Agregar,"Precio por KG $ 11.714,29",https://ardiaprod.vtexassets.com/arquivos/ids/340566-500-auto?v=638701121614070000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Lacteado Noly Grande 600 Gr.,,,,$ 4.130,Agregar,"Precio por 1 Kg $ 6.883,33",https://ardiaprod.vtexassets.com/arquivos/ids/312286-500-auto?v=638599398341030000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de molde Salvado DIA rodajas finas 360 Gr.,,,,$ 2.405,Agregar,"Precio por 1 Kg $ 6.680,56",https://ardiaprod.vtexassets.com/arquivos/ids/340338-500-auto?v=638696796203900000&width=500&height=auto&aspect=true,2025-08-30
,,,Bizcochuelo Naranja Fortificado Exquisita 540 Gr.,,,,$ 3.200,Agregar,"Precio por 1 Kg $ 5.925,93",https://ardiaprod.vtexassets.com/arquivos/ids/330612-500-auto?v=638599651616500000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de Molde Rey Oro Salvado 500 Gr.,,,,$ 3.495,Agregar,Precio por 1 Kg $ 6.990,https://ardiaprod.vtexassets.com/arquivos/ids/327047-500-auto?v=638599603621100000&width=500&height=auto&aspect=true,2025-08-30
